1, 630
1, 656
1, 462
1, 529
1, 689
2, 596
2, 594
2, 662
2, 592
2, 667
3, 501
3, 628
3, 553
3, 565
3, 575
4, 609
4, 671
4, 622
4, 669
4, 709
5, 655
5, 700
5, 733
5, 950
5, 754
6, 731
6, 727
6, 796
6, 743
6, 757
7, 725
7, 797
7, 775
7, 771
7, 703
8, 819
8, 879
8, 816
8, 882
8, 901
9, 1003
9, 867
9, 970
9, 942
9, 1027
10, 1070
10, 991
10, 993
10, 1016
10, 1062
11, 1177
11, 1027
11, 1043
11, 1063
11, 1096
12, 1043
12, 1160
12, 1241
12, 1114
12, 1197
13, 1096
13, 1132
13, 1269
13, 1371
13, 1171
14, 1140
14, 1342
14, 1140
14, 1224
14, 1292
15, 1301
15, 1487
15, 1278
15, 1292
15, 1274
16, 1230
16, 1341
16, 1372
16, 1450
16, 1283
17, 1360
17, 1557
17, 1351
17, 1451
17, 1443
18, 1724
18, 1463
18, 1478
18, 1699
18, 1842
19, 1615
19, 1546
19, 1533
19, 1496
19, 1623
20, 1536
20, 1930
20, 1621
20, 1644
20, 1638
21, 1702
21, 1677
21, 1748
21, 1685
21, 1938
22, 1767
22, 1816
22, 1787
22, 1675
22, 1753
23, 1759
23, 1822
23, 1731
23, 1907
23, 1785
24, 1817
24, 2328
24, 2218
24, 1916
24, 1824
25, 2019
25, 1914
25, 2040
25, 1925
25, 1935
26, 2228
26, 2000
26, 1996
26, 2030
26, 2303
27, 2294
27, 2419
27, 2362
27, 2153
27, 2440
28, 2181
28, 2084
28, 2171
28, 2097
28, 2235
29, 2204
29, 2191
29, 2353
29, 2203
29, 2580
30, 2213
30, 2256
30, 2348
30, 2325
30, 2239
31, 2636
31, 2308
31, 2297
31, 2234
31, 2351
32, 2340
32, 2402
32, 2253
32, 2292
32, 2299
33, 2330
33, 2984
33, 2940
33, 2463
33, 2394
34, 2497
34, 2605
34, 2476
34, 3080
34, 3084
35, 3071
35, 2630
35, 2514
35, 2661
35, 3165
36, 2589
36, 2647
36, 2781
36, 3217
36, 3248
37, 2969
37, 2822
37, 3146
37, 2716
37, 2754
38, 3371
38, 3339
38, 3447
38, 3338
38, 3606
39, 2701
39, 2801
39, 2686
39, 2768
39, 2791
40, 2934
40, 2871
40, 2927
40, 2824
40, 2930
41, 2927
41, 3050
41, 3810
41, 3400
41, 3443
42, 3585
42, 3043
42, 3993
42, 3676
42, 3489
43, 3761
43, 3686
43, 3538
43, 3039
43, 3107
44, 3816
44, 4083
44, 3038
44, 3250
44, 3764
45, 3353
45, 3916
45, 4104
45, 3044
45, 3096
46, 3449
46, 4061
46, 3400
46, 3247
46, 3551
47, 3495
47, 3225
47, 4107
47, 3931
47, 3309
48, 3308
48, 3426
48, 3924
48, 3697
48, 3360
49, 3403
49, 4020
49, 3656
49, 3758
49, 4433
50, 4237
50, 3584
50, 3984
50, 4306
50, 3606
51, 3670
51, 3929
51, 3503
51, 4228
51, 3515
52, 4356
52, 3797
52, 3585
52, 3880
52, 4072
53, 3861
53, 3736
53, 4127
53, 4267
53, 4379
54, 4477
54, 4017
54, 4103
54, 3635
54, 4914
55, 3778
55, 3754
55, 4374
55, 4098
55, 4476
56, 3957
56, 4373
56, 5017
56, 3868
56, 3897
57, 3887
57, 3865
57, 4074
57, 4014
57, 3897
58, 3939
58, 3859
58, 4045
58, 4508
58, 4850
59, 4156
59, 4528
59, 4284
59, 4025
59, 4767
60, 4079
60, 4170
60, 5486
60, 4773
60, 4098
61, 4707
61, 4455
61, 4808
61, 4528
61, 4254
62, 4231
62, 5284
62, 5191
62, 4498
62, 4523
63, 4302
63, 4481
63, 4245
63, 4543
63, 4727
64, 5342
64, 4433
64, 4401
64, 4224
64, 4794
65, 7395
65, 5364
65, 4377
65, 4684
65, 4381
66, 4919
66, 5477
66, 5491
66, 4659
66, 4417
67, 4788
67, 4729
67, 4752
67, 4707
67, 4491
68, 4716
68, 4752
68, 5847
68, 4956
68, 5386
69, 5796
69, 5925
69, 5421
69, 4794
69, 4809
70, 4724
70, 5569
70, 4682
70, 5664
70, 5957
71, 5376
71, 4978
71, 5946
71, 4680
71, 5840
72, 4927
72, 5269
72, 5800
72, 4981
72, 5251
73, 4970
73, 5160
73, 5090
73, 4930
73, 4965
74, 5083
74, 6191
74, 5120
74, 5008
74, 5327
75, 5319
75, 5143
75, 7242
75, 5226
75, 5119
76, 6043
76, 5118
76, 5884
76, 6064
76, 5386
77, 5330
77, 5138
77, 5832
77, 5437
77, 5306
78, 5414
78, 6380
78, 5460
78, 5539
78, 5439
79, 5403
79, 5549
79, 6739
79, 5402
79, 5443
80, 5690
80, 5622
80, 6589
80, 6750
80, 5901
81, 5583
81, 5926
81, 6655
81, 5929
81, 5484
82, 6760
82, 5366
82, 5988
82, 5838
82, 5576
83, 6037
83, 6907
83, 6639
83, 5595
83, 6585
84, 6812
84, 6531
84, 5598
84, 5609
84, 5677
85, 6016
85, 6156
85, 6749
85, 5781
85, 6002
86, 5893
86, 5757
86, 5799
86, 5940
86, 5759
87, 6002
87, 6392
87, 5996
87, 7142
87, 5932
88, 6489
88, 6045
88, 7240
88, 5850
88, 6113
89, 6931
89, 5905
89, 7184
89, 7826
89, 7557
90, 7119
90, 6113
90, 6106
90, 7195
90, 6341
91, 6312
91, 6300
91, 5994
91, 7577
91, 6039
92, 6432
92, 6865
92, 6260
92, 7412
92, 6421
93, 6484
93, 7361
93, 6556
93, 6542
93, 7134
94, 6492
94, 6688
94, 6511
94, 7628
94, 8030
95, 6380
95, 6606
95, 7890
95, 7143
95, 6727
96, 8590
96, 6860
96, 8257
96, 6703
96, 8199
97, 8213
97, 7774
97, 6719
97, 6737
97, 7647
98, 6956
98, 6584
98, 8127
98, 6638
98, 6607
99, 7075
99, 6587
99, 7894
99, 8519
99, 6657
100, 6850
100, 7829
100, 6920
100, 7424
100, 6953
101, 6701
101, 8444
101, 6830
101, 7206
101, 7077
102, 6839
102, 6662
102, 7835
102, 6993
102, 7953
103, 7105
103, 6991
103, 8293
103, 8621
103, 7142
104, 7586
104, 7216
104, 7428
104, 8209
104, 7120
105, 7265
105, 7599
105, 7396
105, 8314
105, 8369
106, 7113
106, 7339
106, 7429
106, 7404
106, 7183
107, 7285
107, 7535
107, 7148
107, 7884
107, 7121
108, 8889
108, 7661
108, 7319
108, 7469
108, 7663
109, 7835
109, 7451
109, 8982
109, 7891
109, 10407
110, 9193
110, 7841
110, 7992
110, 7536
110, 8810
111, 7570
111, 7664
111, 9304
111, 7572
111, 8969
112, 9228
112, 7694
112, 7927
112, 7683
112, 9013
113, 9429
113, 8320
113, 7779
113, 7751
113, 7551
114, 9313
114, 7876
114, 7921
114, 7594
114, 7784
115, 10398
115, 8946
115, 9270
115, 9188
115, 7720
116, 8707
116, 8142
116, 7942
116, 7916
116, 8233
117, 9423
117, 10216
117, 8056
117, 8046
117, 8191
118, 8232
118, 10152
118, 8151
118, 9015
118, 9124
119, 8630
119, 9874
119, 8369
119, 8925
119, 10451
120, 8445
120, 8237
120, 8646
120, 8269
120, 9461
121, 9828
121, 8947
121, 8593
121, 10116
121, 8350
122, 8568
122, 10871
122, 9442
122, 9694
122, 8755
123, 8829
123, 8954
123, 8793
123, 10590
123, 10316
124, 10442
124, 8733
124, 8703
124, 9795
124, 8580
125, 8794
125, 8515
125, 8553
125, 10749
125, 9573
126, 8711
126, 8907
126, 8816
126, 9925
126, 8917
127, 10169
127, 9250
127, 8956
127, 8888
127, 9722
128, 8935
128, 11076
128, 8830
128, 10577
128, 9008
129, 10158
129, 9081
129, 9142
129, 9087
129, 9300
130, 11453
130, 9181
130, 10966
130, 10360
130, 9343
131, 10300
131, 9115
131, 11394
131, 10921
131, 9396
132, 9369
132, 9290
132, 9551
132, 9168
132, 9260
133, 9157
133, 9375
133, 9195
133, 10273
133, 11431
134, 9684
134, 9305
134, 11276
134, 10279
134, 9909
135, 9604
135, 9374
135, 11429
135, 9364
135, 9821
136, 11241
136, 9735
136, 9793
136, 9516
136, 9379
137, 9678
137, 9931
137, 9543
137, 11906
137, 9508
138, 9796
