1, 712
1, 714
1, 705
1, 582
1, 561
2, 547
2, 536
2, 693
2, 648
2, 632
3, 627
3, 636
3, 615
3, 595
3, 710
4, 689
4, 702
4, 724
4, 676
4, 719
5, 820
5, 882
5, 763
5, 796
5, 750
6, 807
6, 830
6, 823
6, 799
6, 780
7, 828
7, 903
7, 792
7, 868
7, 814
8, 963
8, 885
8, 903
8, 931
8, 949
9, 980
9, 964
9, 952
9, 970
9, 980
10, 1020
10, 1017
10, 1040
10, 1047
10, 1077
11, 1114
11, 1150
11, 1077
11, 1128
11, 1135
12, 1181
12, 1241
12, 1402
12, 1188
12, 1238
13, 1257
13, 1225
13, 1208
13, 1492
13, 1245
14, 1357
14, 1436
14, 1296
14, 1389
14, 1380
15, 1436
15, 1502
15, 1474
15, 1458
15, 1524
16, 1437
16, 1529
16, 1489
16, 1502
16, 1885
17, 1586
17, 1964
17, 1638
17, 1742
17, 1899
18, 1614
18, 1675
18, 1670
18, 1687
18, 1733
19, 1799
19, 1671
19, 1775
19, 1806
19, 1820
20, 1925
20, 1796
20, 1849
20, 1850
20, 1858
21, 1834
21, 1908
21, 1869
21, 2016
21, 1896
22, 2097
22, 2116
22, 2011
22, 1918
22, 1979
23, 2235
23, 2279
23, 2126
23, 2316
23, 1979
24, 2717
24, 2252
24, 2194
24, 2153
24, 2139
25, 2300
25, 2186
25, 2246
25, 2315
25, 2353
26, 2251
26, 2449
26, 2363
26, 2473
26, 2204
27, 2395
27, 2459
27, 2441
27, 2541
27, 2373
28, 2691
28, 2747
28, 2483
28, 2565
28, 2560
29, 2574
29, 2656
29, 2652
29, 2596
29, 2584
30, 2736
30, 2607
30, 2629
30, 2820
30, 2695
31, 2811
31, 4429
31, 2678
31, 2921
31, 2563
32, 2937
32, 2813
32, 2918
32, 2795
32, 2777
33, 2913
33, 3141
33, 2979
33, 2977
33, 2804
34, 2863
34, 3118
34, 2973
34, 3319
34, 2907
35, 3313
35, 3306
35, 3012
35, 3065
35, 3043
36, 3105
36, 3319
36, 3036
36, 3398
36, 4466
37, 3136
37, 3663
37, 3755
37, 4656
37, 3124
38, 4202
38, 3762
38, 3512
38, 3374
38, 3256
39, 3493
39, 3738
39, 3307
39, 3357
39, 3428
40, 3516
40, 3467
40, 3495
40, 3702
40, 3580
41, 3570
41, 3482
41, 3786
41, 4171
41, 3487
42, 3552
42, 3623
42, 3507
42, 3575
42, 3661
43, 3859
43, 3568
43, 3878
43, 3925
43, 3887
44, 3632
44, 3700
44, 3810
44, 4035
44, 3918
45, 4046
45, 3864
45, 4910
45, 5707
45, 4062
46, 3985
46, 3901
46, 8377
46, 4443
46, 4666
47, 5709
47, 7664
47, 8915
47, 4751
47, 4129
48, 4014
48, 4378
48, 4362
48, 4140
48, 4118
49, 4544
49, 4299
49, 4334
49, 4507
49, 4438
50, 4850
50, 4509
50, 6430
50, 6975
50, 8039
51, 4482
51, 4252
51, 5441
51, 4277
51, 4934
52, 4406
52, 4641
52, 4587
52, 5039
52, 4542
53, 5227
53, 5189
53, 4724
53, 4355
53, 4944
