2, 50889
2, 55940
2, 39915
2, 43033
2, 29268
3, 71125
3, 79809
3, 67366
3, 41768
3, 50657
4, 90957
4, 72936
4, 66486
4, 77234
4, 162757
5, 85875
5, 167669
5, 90215
5, 131648
5, 72403
6, 125099
6, 83875
6, 114190
6, 216607
6, 141366
7, 160978
7, 230610
7, 149147
7, 226662
7, 156344
8, 244277
8, 146044
8, 157827
8, 198378
8, 274433
9, 243242
9, 155912
9, 224208
9, 192530
9, 157119
10, 265469
10, 289094
10, 265638
10, 193553
10, 239561
11, 195331
11, 206078
11, 226075
11, 202726
11, 246187
12, 255769
12, 308833
12, 380352
12, 331047
12, 267101
13, 229384
13, 285893
13, 306223
13, 196070
13, 265635
14, 442826
14, 319180
14, 329284
14, 408160
14, 283319
15, 318308
15, 383370
15, 394530
15, 329516
15, 269169
16, 379527
16, 331343
16, 317092
16, 427115
16, 391528
17, 309374
17, 325567
17, 399190
17, 331139
17, 431087
18, 286798
18, 446455
18, 426502
18, 532488
18, 400123
19, 415995
19, 363108
19, 474600
19, 503187
19, 441099
20, 454741
20, 522287
20, 487672
20, 356005
20, 392203
21, 417869
21, 469741
21, 534884
21, 377191
21, 481564
22, 494683
22, 567299
22, 576395
22, 576986
22, 402468
23, 582809
23, 509534
23, 499789
23, 477831
23, 551362
24, 529316
24, 482138
24, 564601
24, 430131
24, 665348
25, 491717
25, 494542
25, 637819
25, 593338
25, 640288
26, 632624
26, 666939
26, 613428
26, 562438
26, 587492
27, 768341
27, 664429
27, 589539
27, 662857
27, 652105
28, 660050
28, 637295
28, 680156
28, 665069
28, 676783
29, 597460
29, 530379
29, 597941
29, 672290
29, 735801
30, 667274
30, 661978
30, 739472
30, 686113
30, 756514
31, 793761
31, 795328
31, 694884
31, 637221
31, 677442
32, 860550
32, 732663
32, 801935
32, 731760
32, 775456
33, 755952
33, 617297
33, 643305
33, 651008
33, 683216
34, 766527
34, 778573
34, 865031
34, 861413
34, 717955
35, 900779
35, 835426
35, 650362
35, 859041
35, 711397
36, 898700
36, 811931
36, 776067
36, 742456
36, 772682
37, 867142
37, 833757
37, 905083
37, 879740
37, 788167
38, 776793
38, 817194
38, 799254
38, 829990
38, 864917
39, 757608
39, 962791
39, 749603
39, 1053229
39, 946370
40, 945695
40, 828123
40, 1145978
40, 829271
40, 916973
41, 868017
41, 1103514
41, 960319
41, 928917
41, 881414
42, 1013669
42, 938406
42, 888716
42, 868929
42, 792658
43, 932507
43, 984810
43, 986652
43, 1084031
43, 921708
44, 1145306
44, 1072003
44, 1026686
44, 1131394
44, 1002055
45, 996028
45, 1020388
45, 1038871
45, 1070504
45, 1146803
46, 1300120
46, 1005196
46, 1116527
46, 1088942
46, 1013034
47, 1064478
47, 1211077
47, 1145502
47, 1128208
47, 1236807
48, 1079878
48, 1020826
48, 1176266
48, 1007694
48, 1174021
49, 1148523
49, 1240320
49, 1223450
49, 1291541
49, 1173210
50, 1122579
50, 1262856
50, 1130060
50, 1081664
50, 1247930
51, 1335886
51, 1174411
51, 1219585
51, 1141745
51, 1247939
52, 1305641
52, 1152878
52, 1207760
52, 1040045
52, 1309030
53, 1224224
53, 1372725
53, 1273953
53, 1183913
53, 1299539
54, 1093680
54, 1343410
54, 1172552
54, 1350437
54, 1309564
55, 1261458
55, 1304903
55, 1048943
55, 1266897
55, 1274768
56, 1266231
56, 1187603
56, 1454698
56, 1371413
56, 1159677
57, 1409840
57, 1300708
57, 1255066
57, 1287466
57, 1461455
58, 1440555
58, 1506204
58, 1178949
58, 1461915
58, 1400299
59, 1184190
59, 1302004
59, 1570406
59, 1270009
59, 1360858
60, 1536434
60, 1537365
60, 1518679
60, 1552117
60, 1329677
