slac_date & time,slac_unix_date,slac_power
2021-11-21 16:35:37,1637541337,3300.112
2021-11-21 16:35:39,1637541339,3300.112
2021-11-21 16:35:42,1637541342,3300.112
2021-11-21 16:35:44,1637541344,3300.108
2021-11-21 16:35:46,1637541346,3300.112
2021-11-21 16:35:48,1637541348,3300.112
2021-11-21 16:35:50,1637541350,3300.112
2021-11-21 16:35:52,1637541352,3300.112
2021-11-21 16:35:54,1637541354,3300.112
2021-11-21 16:35:56,1637541356,3199.971
2021-11-21 16:35:58,1637541358,3300.112
2021-11-21 16:36:00,1637541360,3300.108
2021-11-21 16:36:02,1637541362,3300.112
2021-11-21 16:36:05,1637541365,3300.112
2021-11-21 16:36:07,1637541367,3300.112
2021-11-21 16:36:09,1637541369,3300.112
2021-11-21 16:36:11,1637541371,3300.112
2021-11-21 16:36:14,1637541374,3300.112
2021-11-21 16:36:16,1637541376,3300.112
2021-11-21 16:36:18,1637541378,3300.112
2021-11-21 16:36:20,1637541380,3300.112
2021-11-21 16:36:22,1637541382,3300.112
2021-11-21 16:36:24,1637541384,3300.112
2021-11-21 16:36:26,1637541386,3300.112
2021-11-21 16:36:28,1637541388,3300.112
2021-11-21 16:36:30,1637541390,3300.112
2021-11-21 16:36:32,1637541392,3199.974
2021-11-21 16:36:34,1637541394,100.110
2021-11-21 16:36:36,1637541396,100.110
2021-11-21 16:36:38,1637541398,0.000
2021-11-21 16:36:40,1637541400,0.000
2021-11-21 16:36:42,1637541402,0.000
2021-11-21 16:36:44,1637541404,0.000
2021-11-21 16:36:46,1637541406,0.000
2021-11-21 16:36:48,1637541408,0.000
2021-11-21 16:36:50,1637541410,0.000
2021-11-21 16:36:52,1637541412,0.000
2021-11-21 16:36:54,1637541414,0.000
2021-11-21 16:36:56,1637541416,0.000
2021-11-21 16:36:58,1637541418,0.000
2021-11-21 16:37:00,1637541420,0.000
2021-11-21 16:37:02,1637541422,0.000
2021-11-21 16:37:04,1637541424,0.000
2021-11-21 16:37:06,1637541426,0.000
2021-11-21 16:37:08,1637541428,0.000
2021-11-21 16:37:10,1637541430,0.000
2021-11-21 16:37:12,1637541432,0.000
2021-11-21 16:37:14,1637541434,0.000
2021-11-21 16:37:16,1637541436,0.000
2021-11-21 16:37:18,1637541438,0.000
2021-11-21 16:37:20,1637541440,0.000
2021-11-21 16:37:22,1637541442,0.000
2021-11-21 16:37:24,1637541444,0.000
2021-11-21 16:37:26,1637541446,0.000
2021-11-21 16:37:28,1637541448,0.000
2021-11-21 16:37:30,1637541450,0.000
2021-11-21 16:37:32,1637541452,0.000
2021-11-21 16:37:34,1637541454,0.000
2021-11-21 16:37:36,1637541456,0.000
2021-11-21 16:37:38,1637541458,0.000
2021-11-21 16:37:40,1637541460,0.000
2021-11-21 16:37:42,1637541462,0.000
2021-11-21 16:37:44,1637541464,0.000
2021-11-21 16:37:46,1637541466,0.000
2021-11-21 16:37:48,1637541468,0.000
2021-11-21 16:37:50,1637541470,0.000
2021-11-21 16:37:52,1637541472,0.000
2021-11-21 16:37:54,1637541474,0.000
2021-11-21 16:37:56,1637541476,0.000
2021-11-21 16:37:58,1637541478,0.000
2021-11-21 16:38:00,1637541480,0.000
2021-11-21 16:38:02,1637541482,0.000
2021-11-21 16:38:04,1637541484,0.000
2021-11-21 16:38:06,1637541486,0.000
2021-11-21 16:38:08,1637541488,0.000
2021-11-21 16:38:10,1637541490,0.000
2021-11-21 16:38:12,1637541492,0.000
