slac_date & time,slac_unix_date,slac_power
2021-11-21 18:21:26,1637547686,-1800.100
2021-11-21 18:21:29,1637547689,-1800.100
2021-11-21 18:21:31,1637547691,-1800.100
2021-11-21 18:21:33,1637547693,-1800.100
2021-11-21 18:21:35,1637547695,-1800.100
2021-11-21 18:21:37,1637547697,-1800.100
2021-11-21 18:21:39,1637547699,-1800.100
2021-11-21 18:21:41,1637547701,-1800.100
2021-11-21 18:21:44,1637547704,-1800.100
2021-11-21 18:21:46,1637547706,-1800.100
2021-11-21 18:21:49,1637547709,-1800.100
2021-11-21 18:21:51,1637547711,-1800.100
2021-11-21 18:21:53,1637547713,-1800.100
2021-11-21 18:21:55,1637547715,-1800.100
2021-11-21 18:21:57,1637547717,-1800.100
2021-11-21 18:22:02,1637547722,-1800.100
2021-11-21 18:22:04,1637547724,-1800.100
2021-11-21 18:22:08,1637547728,-1800.100
2021-11-21 18:22:10,1637547730,-1800.100
2021-11-21 18:22:12,1637547732,-1800.100
2021-11-21 18:22:15,1637547735,-1800.100
2021-11-21 18:22:18,1637547738,-1800.100
2021-11-21 18:22:20,1637547740,-1800.100
2021-11-21 18:22:22,1637547742,-1800.100
2021-11-21 18:22:24,1637547744,-1800.100
2021-11-21 18:22:26,1637547746,-1800.100
2021-11-21 18:22:28,1637547748,-1800.100
2021-11-21 18:22:30,1637547750,-1800.100
2021-11-21 18:22:32,1637547752,-1800.100
2021-11-21 18:22:35,1637547755,-1800.100
2021-11-21 18:22:37,1637547757,-1800.100
2021-11-21 18:22:39,1637547759,-1800.100
2021-11-21 18:22:42,1637547762,-1800.100
2021-11-21 18:22:44,1637547764,-1800.100
2021-11-21 18:22:46,1637547766,-1800.100
2021-11-21 18:22:48,1637547768,-1800.100
2021-11-21 18:22:50,1637547770,-1800.100
2021-11-21 18:22:52,1637547772,-1800.100
2021-11-21 18:22:54,1637547774,-1800.100
2021-11-21 18:22:56,1637547776,-1800.100
2021-11-21 18:22:58,1637547778,-1800.100
