slac_date & time,slac_unix_date,slac_power
2021-11-21 18:13:58,1637547238,2399.992
2021-11-21 18:14:00,1637547240,2400.099
2021-11-21 18:14:02,1637547242,2400.099
2021-11-21 18:14:05,1637547245,2400.099
2021-11-21 18:14:07,1637547247,2400.099
2021-11-21 18:14:09,1637547249,2300.085
2021-11-21 18:14:11,1637547251,2300.085
2021-11-21 18:14:14,1637547254,2300.085
2021-11-21 18:14:15,1637547255,2300.032
2021-11-21 18:14:18,1637547258,2300.085
2021-11-21 18:14:20,1637547260,2300.032
2021-11-21 18:14:22,1637547262,2300.032
2021-11-21 18:14:24,1637547264,2300.032
2021-11-21 18:14:26,1637547266,2300.032
2021-11-21 18:14:28,1637547268,2300.032
2021-11-21 18:14:31,1637547271,2300.032
2021-11-21 18:14:33,1637547273,2300.032
2021-11-21 18:14:35,1637547275,2300.032
2021-11-21 18:14:38,1637547278,2400.099
2021-11-21 18:14:40,1637547280,2400.099
2021-11-21 18:14:42,1637547282,2400.099
2021-11-21 18:14:44,1637547284,2400.099
2021-11-21 18:14:46,1637547286,2400.099
2021-11-21 18:14:48,1637547288,2400.099
2021-11-21 18:14:51,1637547291,2400.099
2021-11-21 18:14:53,1637547293,2400.099
2021-11-21 18:14:55,1637547295,2200.071
2021-11-21 18:14:58,1637547298,500.080
2021-11-21 18:15:00,1637547300,0.000
2021-11-21 18:15:02,1637547302,0.000
2021-11-21 18:15:04,1637547304,0.000
2021-11-21 18:15:06,1637547306,0.000
2021-11-21 18:15:08,1637547308,0.000
2021-11-21 18:15:11,1637547311,0.000
2021-11-21 18:15:13,1637547313,0.000
2021-11-21 18:15:15,1637547315,0.000
2021-11-21 18:15:17,1637547317,0.000
2021-11-21 18:15:19,1637547319,0.000
2021-11-21 18:15:22,1637547322,0.000
2021-11-21 18:15:24,1637547324,0.000
2021-11-21 18:15:26,1637547326,0.000
2021-11-21 18:15:29,1637547329,0.000
2021-11-21 18:15:31,1637547331,0.000
2021-11-21 18:15:33,1637547333,0.000
2021-11-21 18:15:35,1637547335,0.000
2021-11-21 18:15:37,1637547337,0.000
2021-11-21 18:15:39,1637547339,0.000
2021-11-21 18:15:42,1637547342,0.000
2021-11-21 18:15:44,1637547344,0.000
2021-11-21 18:15:46,1637547346,0.000
2021-11-21 18:15:48,1637547348,0.000
2021-11-21 18:15:50,1637547350,0.000
2021-11-21 18:15:52,1637547352,0.000
2021-11-21 18:15:54,1637547354,0.000
2021-11-21 18:15:57,1637547357,0.000
2021-11-21 18:15:59,1637547359,0.000
2021-11-21 18:16:01,1637547361,0.000
2021-11-21 18:16:03,1637547363,0.000
2021-11-21 18:16:05,1637547365,0.000
2021-11-21 18:16:07,1637547367,0.000
2021-11-21 18:16:10,1637547370,0.000
2021-11-21 18:16:12,1637547372,0.000
2021-11-21 18:16:14,1637547374,0.000
2021-11-21 18:16:16,1637547376,0.000
2021-11-21 18:16:18,1637547378,0.000
2021-11-21 18:16:20,1637547380,0.000
2021-11-21 18:16:22,1637547382,0.000
